timestamp,pitch,yaw,roll,accel_x,accel_y,accel_z
4978765,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978816,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978866,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4978916,-3.0,-67.6,0.5,-0.00,0.00,0.03
4978966,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979016,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979066,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979116,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979166,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979216,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979266,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979316,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979366,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979417,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979467,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4979518,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979568,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979618,-3.0,-67.6,0.5,-0.00,0.00,-0.00
4979669,-3.0,-67.6,0.5,-0.00,-0.04,-0.00
4979719,-3.0,-67.6,0.5,-0.00,0.01,-0.00
4979769,-3.0,-67.6,0.5,-0.00,-0.03,-0.00
4979819,-3.0,-67.6,0.5,-0.00,0.01,0.04
4979869,-3.0,-67.6,0.5,-0.00,0.01,-0.00
4979919,-3.0,-67.6,0.5,-0.00,0.01,0.03
4979969,-3.0,-67.6,0.5,-0.00,0.01,-0.01
4980019,-3.0,-67.6,0.5,-0.00,0.01,-0.01
4980070,-3.0,-67.6,0.5,-0.00,0.01,0.03
4980120,-3.0,-67.6,0.4,-0.00,0.00,-0.02
4980170,-3.0,-67.6,0.5,-0.00,0.00,-0.01
4980220,-3.0,-67.6,0.4,-0.00,0.01,-0.02
4980270,-3.0,-67.6,0.4,-0.00,0.01,-0.01
4980320,-3.0,-67.6,0.4,-0.00,0.01,-0.01
4980370,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980420,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980470,-3.0,-67.6,0.4,-0.00,0.00,0.03
4980520,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980570,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980620,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980670,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980720,-3.0,-67.6,0.4,-0.00,0.00,-0.01
4980770,-3.0,-67.6,0.5,-0.01,0.00,0.03
4980820,-3.0,-67.6,0.5,-0.00,0.00,-0.01
